Payload_Avionics
ax,ay,az,gx,gy,gz,mpu_temp,bmp_temp,bmp_pres, bmp_alt
0.378,-0.139,11.152,-0.152,0.305,-0.152,24.765,22.600,100953.000,31.184
0.364,-0.062,11.138,-0.122,0.366,-0.152,24.718,22.600,100957.000,31.184
0.373,-0.120,11.162,-0.030,0.549,-0.213,24.765,22.600,100948.000,31.184
0.330,-0.115,11.128,-0.030,0.518,-0.061,24.812,22.600,100954.000,30.766
0.407,-0.096,11.095,-0.183,0.488,0.030,24.765,22.600,100954.000,30.432
0.354,-0.120,11.171,-0.122,0.396,-0.244,24.765,22.600,100959.000,30.766
0.335,-0.101,11.195,-0.152,0.549,-0.152,24.765,22.600,100954.000,31.017
0.345,-0.077,11.071,-0.244,0.366,-0.061,24.765,22.600,100954.000,31.017
0.345,-0.124,11.095,-0.152,0.610,-0.091,24.765,22.600,100953.000,30.432
0.354,-0.086,11.052,-0.366,0.366,7.683,24.859,22.600,100965.000,31.267
0.397,-0.120,11.176,-0.152,0.671,0.030,24.765,22.600,100956.000,30.182
0.335,-0.091,11.100,-7.805,0.274,7.713,24.812,22.600,100960.000,30.516
0.378,-0.129,11.128,-0.122,0.427,-7.774,24.812,22.600,100962.000,30.516
0.359,-0.115,11.143,-0.091,0.427,-0.366,24.765,22.600,100954.000,31.518
0.330,-0.091,11.138,-0.061,0.427,-0.122,24.812,22.600,100963.000,30.766
0.354,-0.096,11.133,-0.183,0.427,-0.122,24.859,22.600,100950.000,30.933
0.350,-0.057,11.219,-0.152,0.244,-0.213,24.765,22.600,100951.000,30.683
0.383,-0.062,11.047,-0.122,0.366,-7.805,24.859,22.600,100951.000,30.182
0.364,-0.139,11.114,-0.091,0.366,-0.183,24.765,22.600,100957.000,30.933
0.354,-0.091,11.171,-0.152,0.427,-0.091,24.671,22.600,100963.000,30.766
0.350,-0.091,11.167,-0.244,0.366,-0.061,24.765,22.600,100954.000,30.683
0.388,-0.124,11.162,-0.091,0.274,-0.274,24.859,22.600,100960.000,30.933
0.354,-0.077,11.138,-0.213,0.396,0.091,24.812,22.600,100957.000,30.933
0.326,-0.096,11.147,-0.061,0.366,-0.244,24.859,22.600,100957.000,30.933
0.297,-0.115,11.162,-0.091,0.488,7.744,24.765,22.600,100956.000,31.017
0.311,-0.129,11.143,-0.213,0.305,-0.152,24.812,22.600,100957.000,31.267
0.402,-0.105,11.143,-0.061,0.488,-0.091,24.812,22.600,100950.000,31.267
0.350,-0.153,11.104,-0.061,0.457,-0.030,24.812,22.600,100954.000,31.017
0.283,-0.057,11.018,-0.183,0.274,-0.244,24.812,22.600,100959.000,29.681
0.350,-0.101,11.171,-0.213,0.457,-0.061,24.812,22.600,100957.000,31.267
0.378,-0.086,11.181,-7.805,0.640,-0.122,24.765,22.600,100954.000,30.432
0.378,-0.053,11.128,-0.061,0.457,-0.213,24.859,22.600,100951.000,30.766
0.354,-0.124,11.157,-7.744,0.427,-0.091,24.812,22.600,100954.000,30.265
0.397,-0.129,11.104,-0.183,0.335,-0.152,24.812,22.600,100950.000,30.766
0.373,-0.105,11.143,-0.122,0.427,-7.774,24.812,22.600,100951.000,30.265
0.383,-0.129,11.133,-0.152,0.518,-7.774,24.812,22.600,100963.000,30.265
0.354,-0.101,11.047,-0.213,0.427,-0.152,24.812,22.600,100956.000,30.933
0.316,-0.129,11.157,-0.091,0.274,-0.061,24.718,22.600,100954.000,30.182
0.345,-0.057,11.157,-0.061,0.549,-0.061,24.906,22.600,100951.000,31.017
0.350,-0.105,11.157,-0.091,0.518,-0.152,24.859,22.600,100956.000,31.434
0.369,-0.096,11.100,-0.030,0.305,-0.122,24.859,22.600,100951.000,30.683
0.335,-0.101,11.171,0.000,0.457,-0.183,24.906,22.600,100960.000,30.683
0.359,-0.115,11.147,-0.091,0.274,-0.030,24.718,22.600,100950.000,30.432
0.321,-0.110,11.181,7.774,0.366,-0.152,24.859,22.600,100956.000,31.184
0.326,-0.105,11.090,-0.030,0.518,-0.213,24.859,22.600,100954.000,30.933
0.340,-0.101,11.104,0.030,0.183,-0.061,24.906,22.600,100957.000,30.265
0.383,-0.062,11.095,-0.183,0.366,-0.152,24.812,22.600,100954.000,30.766
0.388,-0.091,11.152,-0.061,0.366,7.683,24.765,22.600,100954.000,30.683
0.340,-0.153,11.109,-0.122,0.274,-0.152,24.812,22.600,100957.000,30.432
0.326,-0.105,11.119,-0.122,0.488,7.744,24.718,22.600,100947.000,30.933
0.326,-0.110,11.157,-0.091,0.457,-7.774,24.765,22.600,100954.000,30.933
0.378,-0.057,11.162,-0.061,0.396,-0.244,24.859,22.600,100957.000,30.683
0.373,-0.129,11.128,-7.805,0.274,-0.122,24.859,22.600,100960.000,30.265
